state,type_id,c,cr
prerequisites,GeneralPetitionService,53,2024-02
prerequisites,HealthcareLicenseCertificate,10,2024-02
prerequisites,HealthInsurance,439,2024-02
prerequisites,HomeSupport,4,2024-02
prerequisites,HouseholdSupplement,5,2024-02
prerequisites,OldAgePension,17,2024-02
prerequisites,ParentalLeave,289,2024-02
prerequisites,PensionSupplement,5,2024-02
prerequisites,PublicDebtPaymentPlan,1141,2024-02
prerequisites,SignatureListSigning,55,2024-02
prerequisites,TransferOfMachineOwnership,3,2024-02
prerequisites,University,96,2024-02
PREREQUISITES,SignatureListCreation,50,2024-02
prerequisitesSpouse,FinancialAid,2,2024-02
REGISTRY,DrivingInstructorRegistrations,2567,2024-02
rejected,ChangeCoOwnerOfVehicle,1,2024-02
rejected,ChangeOperatorOfVehicle,2,2024-02
rejected,TransferOfVehicleOwnership,6,2024-02
rejectedbyparentb,ChildrenResidenceChangeV2,1,2024-02
residenceGrantApplication,ParentalLeave,6,2024-02
residenceGrantApplicationNoBirthDate,ParentalLeave,4,2024-02
review,AccidentNotification,21,2024-02
review,ChangeCoOwnerOfVehicle,7,2024-02
review,ChangeOperatorOfVehicle,10,2024-02
review,TransferOfMachineOwnership,1,2024-02
review,TransferOfVehicleOwnership,112,2024-02
reviewAddAttachment,AccidentNotification,29,2024-02
spouse,FinancialAid,1,2024-02
spouse_confirm,MarriageConditions,1,2024-02
submitted,CarRecycling,130,2024-02
submitted,ComplaintsToAlthingiOmbudsman,4,2024-02
submitted,FinancialAid,663,2024-02
submitted,GeneralFishingLicense,28,2024-02
submitted,HomeSupport,5,2024-02
submitted,LoginService,7,2024-02
submitted,PublicDebtPaymentPlan,117,2024-02
tryggingastofnunSubmitted,OldAgePension,8,2024-02
vinnumalastofnunApproval,ParentalLeave,404,2024-02
vinnumalastofnunApproveEdits,ParentalLeave,68,2024-02
waitingfororganization,ChildrenResidenceChangeV2,28,2024-02
approved,DrivingAssessmentApproval,380,2024-03
approved,DrivingLearnersPermit,981,2024-03
approved,InstitutionCollaboration,11,2024-03
completed,AnonymityInVehicleRegistry,222,2024-03
completed,ChangeCoOwnerOfVehicle,118,2024-03
completed,ChangeOperatorOfVehicle,118,2024-03
completed,CriminalRecord,1509,2024-03
completed,DigitalTachographDriversCard,69,2024-03
completed,DrivingLicenseBookUpdateInstructor,68,2024-03
completed,EnergyFunds,105,2024-03
completed,EuropeanHealthInsuranceCard,3350,2024-03
completed,HealthcareLicenseCertificate,23,2024-03
completed,LicensePlateRenewal,15,2024-03
completed,MortgageCertificate,125,2024-03
completed,NoDebtCertificate,435,2024-03
completed,OrderVehicleLicensePlate,75,2024-03
completed,OrderVehicleRegistrationCertificate,46,2024-03
completed,TransferOfMachineOwnership,1,2024-03
completed,TransferOfVehicleOwnership,2934,2024-03
CONFIRM,DrivingSchoolConfirmation,97,2024-03
declined,DrivingLicense,12,2024-03
declined,DrivingLicenseDuplicate,100,2024-03
declined,EuropeanHealthInsuranceCard,58,2024-03
delegated,AnnouncementOfDeath,4,2024-03
done,AnnouncementOfDeath,113,2024-03
done,DrivingLicense,805,2024-03
done,DrivingLicenseDuplicate,66,2024-03
done,Estate,104,2024-03
done,FinancialStatementsInao,5,2024-03
done,GeneralPetitionService,18,2024-03
done,MarriageConditions,144,2024-03
done,OperatingLicense,61,2024-03
done,Passport,2776,2024-03
done,PSign,144,2024-03
done,SignatureListCreation,119,2024-03
done,SignatureListSigning,9611,2024-03
DONE,DrivingSchoolConfirmation,112,2024-03
draft,AccidentNotification,58,2024-03
draft,AnnouncementOfDeath,6,2024-03
draft,AnonymityInVehicleRegistry,715,2024-03
draft,CarRecycling,127,2024-03
draft,ChangeCoOwnerOfVehicle,887,2024-03
draft,ChangeOperatorOfVehicle,1378,2024-03
draft,ChildrenResidenceChangeV2,3,2024-03
draft,ComplaintsToAlthingiOmbudsman,14,2024-03
draft,CriminalRecord,921,2024-03
draft,DigitalTachographDriversCard,308,2024-03
draft,DrivingLicense,38,2024-03
draft,DrivingLicenseBookUpdateInstructor,108,2024-03
draft,DrivingLicenseDuplicate,100,2024-03
draft,EnergyFunds,35,2024-03
draft,Estate,63,2024-03
draft,EuropeanHealthInsuranceCard,626,2024-03
draft,FinancialAid,23,2024-03
draft,FinancialStatementsInao,32,2024-03
draft,GeneralFishingLicense,14,2024-03
draft,GeneralPetitionService,88,2024-03
draft,GrindavikHousingBuyout,50,2024-03
draft,HealthcareLicenseCertificate,3,2024-03
draft,HealthInsurance,13,2024-03
draft,HomeSupport,1,2024-03
draft,InstitutionCollaboration,27,2024-03
draft,LicensePlateRenewal,167,2024-03
draft,LoginService,11,2024-03
draft,MarriageConditions,159,2024-03
draft,MortgageCertificate,3378,2024-03
draft,NoDebtCertificate,1319,2024-03
draft,OperatingLicense,161,2024-03
draft,OrderVehicleLicensePlate,1043,2024-03
draft,OrderVehicleRegistrationCertificate,262,2024-03
draft,ParentalLeave,32,2024-03
draft,Passport,1151,2024-03
draft,PSign,199,2024-03
draft,PublicDebtPaymentPlan,38,2024-03
draft,SignatureListCreation,421,2024-03
draft,SignatureListSigning,1626,2024-03
draft,TransferOfVehicleOwnership,6042,2024-03
editOrAddEmployersAndPeriods,ParentalLeave,54,2024-03
employerApproval,ParentalLeave,2,2024-03
employerApproveEdits,ParentalLeave,2,2024-03
employerWaitingToAssign,ParentalLeave,4,2024-03
employerWaitingToAssignForEdits,ParentalLeave,10,2024-03
inFinalReview,AccidentNotification,4,2024-03
inReview,ChildrenResidenceChangeV2,1,2024-03
inReview,GrindavikHousingBuyout,561,2024-03
inReview,HealthInsurance,87,2024-03
muncipalityNotRegistered,FinancialAid,36,2024-03
noapplicants,EuropeanHealthInsuranceCard,121,2024-03
otherParentApproval,ParentalLeave,2,2024-03
otherParentRequiresAction,ParentalLeave,1,2024-03
parentBConfirm,Passport,32,2024-03
payment,ChangeCoOwnerOfVehicle,5,2024-03
payment,ChangeOperatorOfVehicle,4,2024-03
payment,CriminalRecord,118,2024-03
payment,DigitalTachographDriversCard,8,2024-03
payment,DrivingLicense,68,2024-03
payment,DrivingLicenseDuplicate,20,2024-03
payment,GeneralFishingLicense,5,2024-03
payment,HealthcareLicenseCertificate,2,2024-03
payment,LicensePlateRenewal,4,2024-03
payment,MarriageConditions,4,2024-03
payment,MortgageCertificate,13,2024-03
payment,OrderVehicleLicensePlate,13,2024-03
payment,OrderVehicleRegistrationCertificate,1,2024-03
payment,Passport,134,2024-03
payment,TransferOfVehicleOwnership,55,2024-03
payment_info,MortgageCertificate,147,2024-03
pending_rejected,MortgageCertificate,4,2024-03
pending_rejected_try_again,MortgageCertificate,46,2024-03
prerequisites,AnnouncementOfDeath,177,2024-03
prerequisites,CarRecycling,498,2024-03
prerequisites,ChildrenResidenceChangeV2,7,2024-03
prerequisites,DrivingAssessmentApproval,142,2024-03
prerequisites,DrivingLearnersPermit,1214,2024-03
prerequisites,DrivingLicense,1613,2024-03
prerequisites,EnergyFunds,449,2024-03
prerequisites,Estate,298,2024-03
prerequisites,EuropeanHealthInsuranceCard,2473,2024-03
prerequisites,FinancialAid,385,2024-03
prerequisites,GeneralFishingLicense,29,2024-03
prerequisites,GeneralPetitionService,33,2024-03
prerequisites,GrindavikHousingBuyout,875,2024-03
prerequisites,HealthcareLicenseCertificate,9,2024-03
prerequisites,HealthInsurance,284,2024-03
prerequisites,HouseholdSupplement,1,2024-03
prerequisites,OldAgePension,3,2024-03
prerequisites,ParentalLeave,324,2024-03
prerequisites,PublicDebtPaymentPlan,999,2024-03
prerequisites,SignatureListSigning,10644,2024-03
prerequisites,TransferOfMachineOwnership,4,2024-03
prerequisites,University,3,2024-03
PREREQUISITES,SignatureListCreation,1970,2024-03
prerequisitesSpouse,FinancialAid,1,2024-03
REGISTRY,DrivingInstructorRegistrations,2663,2024-03
rejected,ChangeCoOwnerOfVehicle,2,2024-03
rejected,ChangeOperatorOfVehicle,3,2024-03
rejected,TransferOfVehicleOwnership,25,2024-03
rejectedbyparentb,ChildrenResidenceChangeV2,1,2024-03
residenceGrantApplication,ParentalLeave,2,2024-03
residenceGrantApplicationNoBirthDate,ParentalLeave,4,2024-03
review,AccidentNotification,24,2024-03
review,ChangeCoOwnerOfVehicle,13,2024-03
review,ChangeOperatorOfVehicle,9,2024-03
review,TransferOfMachineOwnership,1,2024-03
review,TransferOfVehicleOwnership,150,2024-03
reviewAddAttachment,AccidentNotification,25,2024-03
spouse,FinancialAid,2,2024-03
spouse_confirm,MarriageConditions,1,2024-03
submitted,CarRecycling,286,2024-03
submitted,ComplaintsToAlthingiOmbudsman,16,2024-03
submitted,FinancialAid,653,2024-03
submitted,GeneralFishingLicense,29,2024-03
submitted,LoginService,4,2024-03
submitted,PublicDebtPaymentPlan,72,2024-03
tryggingastofnunSubmitted,OldAgePension,2,2024-03
vinnumalastofnunApproval,ParentalLeave,450,2024-03
vinnumalastofnunApproveEdits,ParentalLeave,52,2024-03
waitingfororganization,ChildrenResidenceChangeV2,12,2024-03
approved,DrivingAssessmentApproval,491,2024-04
approved,DrivingLearnersPermit,827,2024-04
approved,InstitutionCollaboration,17,2024-04
completed,AnonymityInVehicleRegistry,193,2024-04
completed,ChangeCoOwnerOfVehicle,116,2024-04
completed,ChangeOperatorOfVehicle,51,2024-04
completed,CriminalRecord,1606,2024-04
completed,DigitalTachographDriversCard,107,2024-04
completed,DrivingLicenseBookUpdateInstructor,53,2024-04
completed,EnergyFunds,129,2024-04
completed,EuropeanHealthInsuranceCard,3611,2024-04
completed,HealthcareLicenseCertificate,24,2024-04
completed,LicensePlateRenewal,26,2024-04
completed,MortgageCertificate,117,2024-04
completed,NoDebtCertificate,317,2024-04
completed,OrderVehicleLicensePlate,120,2024-04
completed,OrderVehicleRegistrationCertificate,68,2024-04
completed,TransferOfMachineOwnership,2,2024-04
completed,TransferOfVehicleOwnership,3484,2024-04
CONFIRM,DrivingSchoolConfirmation,101,2024-04
declined,DrivingLicense,9,2024-04
declined,DrivingLicenseDuplicate,100,2024-04
declined,EuropeanHealthInsuranceCard,63,2024-04
delegated,AnnouncementOfDeath,11,2024-04
done,AnnouncementOfDeath,135,2024-04
done,DrivingLicense,916,2024-04
done,DrivingLicenseDuplicate,69,2024-04
done,Estate,109,2024-04
done,FinancialStatementsInao,7,2024-04
done,GeneralPetitionService,46,2024-04
done,MarriageConditions,187,2024-04
done,OperatingLicense,77,2024-04
done,Passport,3170,2024-04
done,PSign,154,2024-04
done,SignatureListCreation,55,2024-04
done,SignatureListSigning,15500,2024-04
DONE,DrivingSchoolConfirmation,106,2024-04
draft,AccidentNotification,48,2024-04
draft,AnnouncementOfDeath,5,2024-04
draft,AnonymityInVehicleRegistry,687,2024-04
draft,CarRecycling,80,2024-04
draft,ChangeCoOwnerOfVehicle,510,2024-04
draft,ChangeOperatorOfVehicle,484,2024-04
draft,ComplaintsToAlthingiOmbudsman,15,2024-04
draft,CriminalRecord,875,2024-04
draft,DigitalTachographDriversCard,407,2024-04
draft,DrivingLicense,42,2024-04
draft,DrivingLicenseBookUpdateInstructor,114,2024-04
draft,DrivingLicenseDuplicate,82,2024-04
draft,EnergyFunds,14,2024-04
draft,Estate,44,2024-04
draft,EuropeanHealthInsuranceCard,611,2024-04
draft,FinancialAid,14,2024-04
draft,FinancialStatementsInao,10,2024-04
draft,GeneralFishingLicense,195,2024-04
draft,GeneralPetitionService,229,2024-04
draft,GrindavikHousingBuyout,22,2024-04
draft,HealthcareLicenseCertificate,7,2024-04
draft,HealthInsurance,14,2024-04
draft,HomeSupport,2,2024-04
draft,HouseholdSupplement,1,2024-04
draft,InstitutionCollaboration,19,2024-04
draft,LicensePlateRenewal,220,2024-04
draft,LoginService,7,2024-04
draft,MarriageConditions,210,2024-04
draft,MortgageCertificate,2922,2024-04
draft,NoDebtCertificate,1054,2024-04
draft,OperatingLicense,117,2024-04
draft,OrderVehicleLicensePlate,969,2024-04
draft,OrderVehicleRegistrationCertificate,181,2024-04
draft,ParentalLeave,52,2024-04
draft,Passport,1220,2024-04
draft,PSign,206,2024-04
draft,PublicDebtPaymentPlan,53,2024-04
draft,SignatureListCreation,39,2024-04
draft,SignatureListSigning,2154,2024-04
draft,TransferOfMachineOwnership,3,2024-04
draft,TransferOfVehicleOwnership,6379,2024-04
editOrAddEmployersAndPeriods,ParentalLeave,40,2024-04
employerApproval,ParentalLeave,4,2024-04
employerWaitingToAssign,ParentalLeave,15,2024-04
employerWaitingToAssignForEdits,ParentalLeave,4,2024-04
inFinalReview,AccidentNotification,13,2024-04
inReview,GrindavikHousingBuyout,157,2024-04
inReview,HealthInsurance,105,2024-04
muncipalityNotRegistered,FinancialAid,32,2024-04
noapplicants,EuropeanHealthInsuranceCard,131,2024-04
notEligible,HomeSupport,2,2024-04
otherParentApproval,ParentalLeave,6,2024-04
parentBConfirm,Passport,55,2024-04
payment,ChangeCoOwnerOfVehicle,2,2024-04
payment,ChangeOperatorOfVehicle,2,2024-04
payment,CriminalRecord,94,2024-04
payment,DigitalTachographDriversCard,9,2024-04
payment,DrivingLicense,74,2024-04
payment,DrivingLicenseDuplicate,18,2024-04
payment,GeneralFishingLicense,15,2024-04
payment,HealthcareLicenseCertificate,2,2024-04
payment,LicensePlateRenewal,6,2024-04
payment,MarriageConditions,1,2024-04
payment,MortgageCertificate,19,2024-04
payment,OperatingLicense,3,2024-04
payment,OrderVehicleLicensePlate,12,2024-04
payment,OrderVehicleRegistrationCertificate,4,2024-04
payment,Passport,138,2024-04
payment,TransferOfVehicleOwnership,65,2024-04
payment_info,MortgageCertificate,130,2024-04
pending_rejected,MortgageCertificate,1,2024-04
pending_rejected_try_again,MortgageCertificate,48,2024-04
prerequisites,AnnouncementOfDeath,221,2024-04
prerequisites,CarRecycling,464,2024-04
prerequisites,Citizenship,2,2024-04
prerequisites,DrivingAssessmentApproval,210,2024-04
prerequisites,DrivingLearnersPermit,1049,2024-04
prerequisites,DrivingLicense,1824,2024-04
prerequisites,EnergyFunds,344,2024-04
prerequisites,Estate,238,2024-04
prerequisites,EuropeanHealthInsuranceCard,2453,2024-04
prerequisites,ExampleForm,2,2024-04
prerequisites,FinancialAid,398,2024-04
prerequisites,GeneralFishingLicense,657,2024-04
prerequisites,GeneralPetitionService,204,2024-04
prerequisites,GrindavikHousingBuyout,237,2024-04
prerequisites,HealthcareLicenseCertificate,9,2024-04
prerequisites,HealthInsurance,306,2024-04
prerequisites,ParentalLeave,967,2024-04
prerequisites,PublicDebtPaymentPlan,1299,2024-04
prerequisites,SignatureListSigning,15158,2024-04
prerequisites,TransferOfMachineOwnership,2,2024-04
PREREQUISITES,SignatureListCreation,500,2024-04
prerequisitesSpouse,FinancialAid,4,2024-04
REGISTRY,DrivingInstructorRegistrations,2548,2024-04
rejected,TransferOfVehicleOwnership,17,2024-04
residenceGrantApplication,ParentalLeave,1,2024-04
residenceGrantApplicationNoBirthDate,ParentalLeave,4,2024-04
review,AccidentNotification,25,2024-04
review,ChangeCoOwnerOfVehicle,11,2024-04
review,ChangeOperatorOfVehicle,3,2024-04
review,TransferOfMachineOwnership,3,2024-04
review,TransferOfVehicleOwnership,125,2024-04
reviewAddAttachment,AccidentNotification,11,2024-04
spouse,FinancialAid,1,2024-04
spouse_confirm,MarriageConditions,1,2024-04
submitted,CarRecycling,363,2024-04
submitted,ComplaintsToAlthingiOmbudsman,32,2024-04
submitted,FinancialAid,628,2024-04
submitted,GeneralFishingLicense,585,2024-04
submitted,LoginService,1,2024-04
submitted,PublicDebtPaymentPlan,73,2024-04
tryggingastofnunSubmitted,OldAgePension,5,2024-04
vinnumalastofnunApproval,ParentalLeave,528,2024-04
vinnumalastofnunApproveEdits,ParentalLeave,39,2024-04
approved,DrivingAssessmentApproval,523,2024-05
approved,DrivingLearnersPermit,968,2024-05
approved,InstitutionCollaboration,8,2024-05
completed,AnonymityInVehicleRegistry,206,2024-05
completed,ChangeCoOwnerOfVehicle,110,2024-05
completed,ChangeMachineSupervisor,6,2024-05
completed,ChangeOperatorOfVehicle,54,2024-05
completed,CriminalRecord,1507,2024-05
completed,DeregisterMachine,2,2024-05
completed,DigitalTachographDriversCard,134,2024-05
completed,DrivingLicenseBookUpdateInstructor,69,2024-05
completed,EnergyFunds,165,2024-05
completed,EuropeanHealthInsuranceCard,4865,2024-05
completed,HealthcareLicenseCertificate,19,2024-05
completed,LicensePlateRenewal,25,2024-05
completed,MortgageCertificate,185,2024-05
completed,NoDebtCertificate,274,2024-05
completed,OrderVehicleLicensePlate,114,2024-05
completed,OrderVehicleRegistrationCertificate,74,2024-05
completed,RequestInspectionForMachine,4,2024-05
completed,StreetRegistration,1,2024-05
completed,TransferOfMachineOwnership,1,2024-05
completed,TransferOfVehicleOwnership,4142,2024-05
CONFIRM,DrivingSchoolConfirmation,137,2024-05
declined,DrivingLicense,12,2024-05
declined,DrivingLicenseDuplicate,134,2024-05
declined,EuropeanHealthInsuranceCard,60,2024-05
delegated,AnnouncementOfDeath,10,2024-05
done,AnnouncementOfDeath,129,2024-05
done,DrivingLicense,1010,2024-05
done,DrivingLicenseDuplicate,104,2024-05
done,Estate,142,2024-05
done,FinancialStatementsInao,15,2024-05
done,GeneralPetitionService,18,2024-05
done,MarriageConditions,220,2024-05
done,OperatingLicense,77,2024-05
done,Passport,3529,2024-05
done,PSign,152,2024-05
done,SignatureListSigning,727,2024-05
DONE,DrivingSchoolConfirmation,123,2024-05
draft,AccidentNotification,62,2024-05
draft,AnnouncementOfDeath,9,2024-05
draft,AnonymityInVehicleRegistry,596,2024-05
draft,CarRecycling,107,2024-05
draft,ChangeCoOwnerOfVehicle,462,2024-05
draft,ChangeMachineSupervisor,4,2024-05
draft,ChangeOperatorOfVehicle,466,2024-05
draft,ComplaintsToAlthingiOmbudsman,14,2024-05
draft,CriminalRecord,1230,2024-05
draft,DeregisterMachine,3,2024-05
draft,DigitalTachographDriversCard,432,2024-05
draft,DrivingLicense,61,2024-05
draft,DrivingLicenseBookUpdateInstructor,96,2024-05
draft,DrivingLicenseDuplicate,95,2024-05
draft,EnergyFunds,15,2024-05
draft,Estate,37,2024-05
draft,EuropeanHealthInsuranceCard,722,2024-05
draft,FinancialAid,45,2024-05
draft,FinancialStatementsInao,12,2024-05
draft,GeneralFishingLicense,62,2024-05
draft,GeneralPetitionService,37,2024-05
draft,GrindavikHousingBuyout,11,2024-05
draft,HealthcareLicenseCertificate,3,2024-05
draft,HealthInsurance,14,2024-05
draft,HealthInsuranceDeclaration,3,2024-05
draft,HomeSupport,2,2024-05
draft,InheritanceReport,1,2024-05
draft,InstitutionCollaboration,28,2024-05
draft,LicensePlateRenewal,215,2024-05
draft,LoginService,14,2024-05
draft,MarriageConditions,236,2024-05
draft,MortgageCertificate,2885,2024-05
draft,NoDebtCertificate,862,2024-05
draft,OperatingLicense,136,2024-05
draft,OrderVehicleLicensePlate,981,2024-05
draft,OrderVehicleRegistrationCertificate,248,2024-05
draft,ParentalLeave,90,2024-05
draft,Passport,1165,2024-05
draft,PSign,175,2024-05
draft,PublicDebtPaymentPlan,905,2024-05
draft,SignatureListSigning,67,2024-05
draft,StreetRegistration,14,2024-05
draft,TransferOfMachineOwnership,2,2024-05
draft,TransferOfVehicleOwnership,6817,2024-05
editOrAddEmployersAndPeriods,ParentalLeave,17,2024-05
employerApproval,ParentalLeave,9,2024-05
employerWaitingToAssign,ParentalLeave,53,2024-05
employerWaitingToAssignForEdits,ParentalLeave,2,2024-05
inFinalReview,AccidentNotification,8,2024-05
inReview,GrindavikHousingBuyout,66,2024-05
inReview,HealthInsurance,117,2024-05
muncipalityNotRegistered,FinancialAid,24,2024-05
noapplicants,EuropeanHealthInsuranceCard,133,2024-05
notEligible,HomeSupport,1,2024-05
otherParentApproval,ParentalLeave,3,2024-05
parentBConfirm,Passport,44,2024-05
payment,ChangeCoOwnerOfVehicle,4,2024-05
payment,ChangeOperatorOfVehicle,5,2024-05
payment,CriminalRecord,128,2024-05
payment,DigitalTachographDriversCard,11,2024-05
payment,DrivingLicense,95,2024-05
payment,DrivingLicenseDuplicate,15,2024-05
payment,GeneralFishingLicense,12,2024-05
payment,HealthcareLicenseCertificate,2,2024-05
payment,LicensePlateRenewal,3,2024-05
payment,MarriageConditions,7,2024-05
payment,MortgageCertificate,23,2024-05
payment,OperatingLicense,2,2024-05
payment,OrderVehicleLicensePlate,11,2024-05
payment,OrderVehicleRegistrationCertificate,7,2024-05
payment,Passport,205,2024-05
payment,TransferOfVehicleOwnership,104,2024-05
payment_info,MortgageCertificate,130,2024-05
pending_rejected,MortgageCertificate,2,2024-05
pending_rejected_try_again,MortgageCertificate,33,2024-05
prerequisites,AnnouncementOfDeath,182,2024-05
prerequisites,CarRecycling,624,2024-05
prerequisites,ChangeMachineSupervisor,1,2024-05
prerequisites,ChildrenResidenceChangeV2,2,2024-05
prerequisites,Citizenship,1,2024-05
prerequisites,ComplaintsToAlthingiOmbudsman,1,2024-05
prerequisites,DeregisterMachine,3,2024-05
prerequisites,DrivingAssessmentApproval,222,2024-05
prerequisites,DrivingLearnersPermit,1045,2024-05
prerequisites,DrivingLicense,1794,2024-05
prerequisites,EnergyFunds,387,2024-05
prerequisites,Estate,202,2024-05
prerequisites,EuropeanHealthInsuranceCard,2922,2024-05
prerequisites,FinancialAid,336,2024-05
prerequisites,GeneralFishingLicense,182,2024-05
prerequisites,GeneralPetitionService,31,2024-05
prerequisites,GrindavikHousingBuyout,141,2024-05
prerequisites,HealthcareLicenseCertificate,5,2024-05
prerequisites,HealthInsurance,354,2024-05
prerequisites,OldAgePension,3,2024-05
prerequisites,ParentalLeave,1153,2024-05
prerequisites,PublicDebtPaymentPlan,4920,2024-05
prerequisites,RequestInspectionForMachine,5,2024-05
prerequisites,SignatureListSigning,544,2024-05
prerequisites,StreetRegistration,16,2024-05
prerequisites,TransferOfMachineOwnership,2,2024-05
PREREQUISITES,SignatureListCreation,15,2024-05
prerequisitesSpouse,FinancialAid,2,2024-05
REGISTRY,DrivingInstructorRegistrations,2823,2024-05
rejected,TransferOfMachineOwnership,1,2024-05
rejected,TransferOfVehicleOwnership,26,2024-05
residenceGrantApplicationNoBirthDate,ParentalLeave,1,2024-05
review,AccidentNotification,33,2024-05
review,ChangeCoOwnerOfVehicle,7,2024-05
review,ChangeOperatorOfVehicle,7,2024-05
review,TransferOfMachineOwnership,1,2024-05
review,TransferOfVehicleOwnership,172,2024-05
reviewAddAttachment,AccidentNotification,20,2024-05
spouse,FinancialAid,2,2024-05
spouse_confirm,MarriageConditions,2,2024-05
submitted,CarRecycling,397,2024-05
submitted,ComplaintsToAlthingiOmbudsman,21,2024-05
submitted,FinancialAid,580,2024-05
submitted,GeneralFishingLicense,207,2024-05
submitted,HealthInsuranceDeclaration,8,2024-05
submitted,LoginService,21,2024-05
submitted,PublicDebtPaymentPlan,1068,2024-05
tryggingastofnunSubmitted,OldAgePension,1,2024-05
vinnumalastofnunApproval,ParentalLeave,506,2024-05
vinnumalastofnunApproveEdits,ParentalLeave,18,2024-05
approved,DrivingAssessmentApproval,165,2024-06
approved,DrivingLearnersPermit,305,2024-06
approved,InstitutionCollaboration,2,2024-06
completed,AnonymityInVehicleRegistry,53,2024-06
completed,ChangeCoOwnerOfVehicle,41,2024-06
completed,ChangeOperatorOfVehicle,13,2024-06
completed,CriminalRecord,454,2024-06
completed,DigitalTachographDriversCard,42,2024-06
completed,DrivingLicenseBookUpdateInstructor,19,2024-06
completed,EnergyFunds,49,2024-06
completed,EuropeanHealthInsuranceCard,1603,2024-06
completed,HealthcareLicenseCertificate,11,2024-06
completed,LicensePlateRenewal,5,2024-06
completed,MortgageCertificate,27,2024-06
completed,NoDebtCertificate,57,2024-06
completed,OrderVehicleLicensePlate,35,2024-06
completed,OrderVehicleRegistrationCertificate,23,2024-06
completed,TransferOfMachineOwnership,8,2024-06
completed,TransferOfVehicleOwnership,1174,2024-06
CONFIRM,DrivingSchoolConfirmation,38,2024-06
declined,DrivingLicense,4,2024-06
declined,DrivingLicenseDuplicate,44,2024-06
declined,EuropeanHealthInsuranceCard,21,2024-06
delegated,AnnouncementOfDeath,1,2024-06
done,AnnouncementOfDeath,31,2024-06
done,DrivingLicense,282,2024-06
done,DrivingLicenseDuplicate,39,2024-06
done,Estate,21,2024-06
done,FinancialStatementsInao,2,2024-06
done,GeneralPetitionService,4,2024-06
done,MarriageConditions,87,2024-06
done,OperatingLicense,19,2024-06
done,Passport,1117,2024-06
done,PSign,43,2024-06
DONE,DrivingSchoolConfirmation,34,2024-06
draft,AccidentNotification,23,2024-06
draft,AnnouncementOfDeath,4,2024-06
draft,AnonymityInVehicleRegistry,169,2024-06
draft,CarRecycling,40,2024-06
draft,ChangeCoOwnerOfVehicle,147,2024-06
draft,ChangeMachineSupervisor,2,2024-06
draft,ChangeOperatorOfVehicle,165,2024-06
draft,ComplaintsToAlthingiOmbudsman,7,2024-06
draft,CriminalRecord,379,2024-06
draft,DeregisterMachine,1,2024-06
draft,DigitalTachographDriversCard,97,2024-06
draft,DrivingLicense,26,2024-06
draft,DrivingLicenseBookUpdateInstructor,50,2024-06
draft,DrivingLicenseDuplicate,47,2024-06
draft,EnergyFunds,9,2024-06
draft,Estate,34,2024-06
draft,EuropeanHealthInsuranceCard,276,2024-06
draft,FinancialAid,6,2024-06
draft,FinancialStatementsInao,2,2024-06
draft,FundingGovernmentProjects,1,2024-06
draft,GeneralFishingLicense,8,2024-06
draft,GeneralPetitionService,13,2024-06
draft,GrindavikHousingBuyout,2,2024-06
draft,HealthcareLicenseCertificate,1,2024-06
draft,HealthInsurance,4,2024-06
draft,HealthInsuranceDeclaration,2,2024-06
draft,InstitutionCollaboration,6,2024-06
draft,LicensePlateRenewal,72,2024-06
draft,LoginService,8,2024-06
draft,MarriageConditions,86,2024-06
draft,MortgageCertificate,920,2024-06
draft,NoDebtCertificate,291,2024-06
draft,OperatingLicense,32,2024-06
draft,OrderVehicleLicensePlate,308,2024-06
draft,OrderVehicleRegistrationCertificate,61,2024-06
draft,ParentalLeave,56,2024-06
draft,Passport,334,2024-06
draft,PSign,40,2024-06
draft,PublicDebtPaymentPlan,274,2024-06
draft,RequestInspectionForMachine,4,2024-06
draft,StreetRegistration,9,2024-06
draft,TransferOfMachineOwnership,9,2024-06
draft,TransferOfVehicleOwnership,2266,2024-06
employerApproval,ParentalLeave,2,2024-06
employerWaitingToAssign,ParentalLeave,34,2024-06
employerWaitingToAssignForEdits,ParentalLeave,1,2024-06
inFinalReview,AccidentNotification,3,2024-06
inReview,GrindavikHousingBuyout,30,2024-06
inReview,HealthInsurance,29,2024-06
muncipalityNotRegistered,FinancialAid,11,2024-06
noapplicants,EuropeanHealthInsuranceCard,52,2024-06
notEligible,HomeSupport,4,2024-06
otherParentApproval,ParentalLeave,5,2024-06
parentBConfirm,Passport,29,2024-06
payment,ChangeCoOwnerOfVehicle,1,2024-06
payment,ChangeOperatorOfVehicle,6,2024-06
payment,CriminalRecord,32,2024-06
payment,DigitalTachographDriversCard,1,2024-06
payment,DrivingLicense,21,2024-06
payment,DrivingLicenseDuplicate,9,2024-06
payment,LicensePlateRenewal,2,2024-06
payment,MarriageConditions,2,2024-06
payment,MortgageCertificate,3,2024-06
payment,OrderVehicleLicensePlate,1,2024-06
payment,Passport,47,2024-06
payment,TransferOfVehicleOwnership,17,2024-06
payment_info,MortgageCertificate,28,2024-06
pending_rejected,MortgageCertificate,2,2024-06
pending_rejected_try_again,MortgageCertificate,14,2024-06
prerequisites,AnnouncementOfDeath,101,2024-06
prerequisites,CarRecycling,152,2024-06
prerequisites,ChangeMachineSupervisor,3,2024-06
prerequisites,DeregisterMachine,2,2024-06
prerequisites,DrivingAssessmentApproval,45,2024-06
prerequisites,DrivingLearnersPermit,255,2024-06
